azonosító	vendégazonosító	menüazonosító	dátum	desszert	érkezés	távozás
516	65	C	2020.10.05	0	13:24:46	13:37:12
517	51	C	2020.10.01	1	13:15:20	13:27:47
518	44	B	2020.10.14	1	12:45:31	13:00:03
519	158	A	2020.10.12	1	13:08:48	13:22:39
520	82	C	2020.10.09	1	12:58:10	13:10:57
521	191	B	2020.10.30	1	12:14:05	12:26:40
522	148	C	2020.10.02	0	11:53:27	12:06:06
523	75	A	2020.10.26	1	12:15:11	12:29:11
524	56	C	2020.10.01	1	13:11:53	13:24:28
525	64	C	2020.10.06	0	13:17:59	13:30:29
526	106	C	2020.10.20	0	12:51:34	13:07:28
527	116	A	2020.10.27	0	13:35:25	13:48:22
528	169	A	2020.10.06	1	13:32:39	13:47:07
529	140	B	2020.10.27	0	13:33:01	13:47:46
530	20	B	2020.10.05	1	13:14:28	13:29:04
531	69	C	2020.10.05	1	13:14:17	13:27:08
532	195	C	2020.10.20	0	13:00:51	13:14:00
533	83	C	2020.10.07	0	13:32:33	13:47:37
534	59	B	2020.10.01	1	13:23:15	13:38:48
535	57	A	2020.10.20	0	12:35:39	12:50:32
536	174	C	2020.10.01	0	13:46:57	14:02:20
537	181	A	2020.10.12	1	12:13:06	12:28:10
538	103	A	2020.10.05	1	12:26:15	12:41:31
539	172	B	2020.10.19	1	12:39:36	12:54:49
540	140	B	2020.10.12	1	13:31:34	13:45:36
541	38	C	2020.10.09	1	13:18:10	13:33:50
542	138	D	2020.10.28	1	12:53:25	13:05:37
543	78	A	2020.10.26	1	12:58:36	13:14:24
544	92	C	2020.10.16	1	13:12:23	13:26:31
545	78	A	2020.10.29	0	12:56:28	13:10:06
546	106	A	2020.10.27	0	12:49:06	13:04:27
547	189	B	2020.10.26	0	13:39:43	13:51:54
548	65	C	2020.10.19	1	13:42:13	13:54:45
549	45	C	2020.10.12	1	12:53:22	13:07:36
550	153	A	2020.10.15	1	12:54:48	13:09:48
551	74	B	2020.10.14	0	13:33:31	13:49:26
552	161	C	2020.10.09	1	13:39:34	13:54:36
553	22	B	2020.10.22	0	12:09:59	12:24:15
554	138	D	2020.10.16	1	12:36:58	12:50:41
555	82	D	2020.10.21	1	12:34:34	12:49:37
556	72	C	2020.10.27	1	13:02:43	13:17:34
557	73	D	2020.10.29	1	12:15:18	12:29:08
558	40	A	2020.10.07	1	11:44:31	11:57:57
559	176	B	2020.10.09	0	14:01:35	14:16:44
560	68	C	2020.10.09	0	13:12:42	13:25:25
561	79	A	2020.10.22	1	12:55:14	13:10:20
562	183	A	2020.10.14	0	12:47:59	13:02:43
563	99	A	2020.10.01	1	13:54:19	14:06:33
564	60	A	2020.10.14	0	11:59:08	12:12:05
565	123	B	2020.10.01	1	12:56:42	13:09:30
566	142	B	2020.10.27	1	13:09:21	13:22:55
567	4	D	2020.10.16	1	14:08:33	14:21:02
568	192	B	2020.10.21	1	13:07:21	13:23:15
569	132	B	2020.10.30	1	12:29:22	12:44:11
570	107	C	2020.10.21	1	13:27:08	13:43:03
571	44	B	2020.10.13	1	12:36:43	12:50:50
572	149	B	2020.10.09	0	13:00:45	13:12:52
573	1	A	2020.10.29	0	12:48:49	13:02:12
574	46	B	2020.10.16	1	13:07:28	13:20:47
575	69	A	2020.10.16	1	13:47:44	14:03:21
576	65	A	2020.10.01	0	13:16:25	13:31:48
577	163	C	2020.10.21	0	13:42:02	13:56:03
578	33	B	2020.10.07	1	13:39:31	13:53:01
579	166	A	2020.10.30	0	13:27:07	13:41:33
580	4	B	2020.10.06	1	13:44:39	13:59:20
581	138	D	2020.10.29	1	12:41:32	12:54:21
582	97	C	2020.10.09	0	13:31:54	13:44:37
583	114	A	2020.10.19	0	14:08:19	14:23:23
584	1	C	2020.10.28	0	13:06:42	13:21:04
585	105	A	2020.10.19	0	13:13:38	13:29:06
586	19	C	2020.10.16	0	12:04:47	12:20:16
587	156	C	2020.10.13	1	13:39:36	13:52:32
588	134	A	2020.10.07	0	13:05:25	13:18:23
589	161	B	2020.10.28	0	13:31:05	13:47:05
590	87	A	2020.10.30	1	11:40:16	11:55:44
591	80	B	2020.10.29	0	13:51:19	14:05:23
592	126	D	2020.10.09	0	13:35:02	13:49:54
593	51	C	2020.10.26	0	13:12:46	13:26:21
594	2	A	2020.10.27	1	12:16:15	12:30:34
595	40	B	2020.10.15	0	11:47:57	12:00:28
596	28	B	2020.10.19	0	12:48:26	13:03:58
597	107	C	2020.10.29	1	13:28:55	13:42:23
598	15	A	2020.10.15	1	13:02:31	13:16:13
599	1	C	2020.10.05	1	12:36:49	12:49:31
600	196	C	2020.10.14	0	13:14:02	13:29:56
601	154	C	2020.10.21	0	13:45:50	13:59:57
602	63	C	2020.10.15	0	13:36:57	13:52:08
603	44	C	2020.10.02	0	12:51:07	13:06:22
604	105	C	2020.10.15	0	13:21:30	13:37:31
605	7	A	2020.10.30	0	12:50:18	13:05:29
606	19	C	2020.10.14	0	13:08:53	13:21:48
607	29	A	2020.10.28	1	13:46:22	13:59:56
608	92	B	2020.10.06	0	12:42:00	12:57:28
609	105	C	2020.10.22	1	13:20:22	13:34:21
610	158	B	2020.10.20	1	13:12:19	13:24:30
611	183	A	2020.10.15	0	12:49:53	13:05:44
612	126	D	2020.10.19	0	13:42:41	13:56:19
613	123	A	2020.10.29	0	13:20:57	13:32:57
614	22	D	2020.10.13	1	11:53:57	12:05:59
615	7	A	2020.10.22	1	13:16:20	13:30:02
616	158	A	2020.10.15	1	13:17:51	13:33:12
617	171	B	2020.10.15	1	14:19:27	14:34:44
618	185	B	2020.10.21	0	12:45:24	12:58:30
619	77	B	2020.10.13	0	12:50:28	13:02:46
620	142	B	2020.10.19	1	13:03:30	13:16:50
621	62	C	2020.10.28	0	11:57:34	12:12:43
622	144	A	2020.10.12	0	12:54:36	13:07:59
623	177	B	2020.10.16	0	13:37:00	13:53:00
624	149	C	2020.10.26	0	13:34:43	13:49:39
625	14	B	2020.10.29	0	13:24:42	13:37:12
626	52	C	2020.10.21	0	12:48:34	13:02:24
627	144	B	2020.10.05	1	13:11:35	13:25:51
628	136	B	2020.10.27	0	13:53:51	14:07:46
629	11	B	2020.10.15	0	13:45:12	13:59:09
630	176	B	2020.10.20	1	13:51:22	14:04:45
631	60	C	2020.10.27	1	11:50:36	12:05:54
632	80	C	2020.10.27	0	13:42:56	13:58:50
633	55	D	2020.10.09	1	14:02:33	14:16:16
634	64	A	2020.10.26	1	13:04:59	13:18:45
635	152	A	2020.10.22	1	14:20:52	14:35:10
636	150	C	2020.10.01	1	14:04:51	14:20:36
637	32	B	2020.10.27	1	11:52:41	12:06:35
638	68	B	2020.10.05	0	14:03:58	14:17:24
639	164	D	2020.10.30	0	12:40:45	12:56:25
640	5	A	2020.10.02	0	12:41:02	12:56:24
641	164	D	2020.10.29	1	12:38:13	12:50:33
642	182	B	2020.10.29	1	11:52:14	12:04:18
643	22	D	2020.10.28	1	12:09:52	12:24:38
644	40	B	2020.10.29	0	11:38:24	11:51:33
645	118	A	2020.10.12	0	13:04:21	13:17:50
646	68	A	2020.10.08	1	13:49:47	14:04:40
647	109	C	2020.10.29	1	12:34:38	12:48:49
648	91	A	2020.10.30	1	12:44:47	12:57:50
649	196	C	2020.10.07	1	12:36:14	12:52:04
650	134	A	2020.10.16	1	13:22:39	13:37:32
651	127	D	2020.10.01	0	13:00:43	13:13:44
652	196	C	2020.10.08	1	12:35:22	12:51:04
653	6	C	2020.10.09	0	13:19:53	13:32:06
654	81	B	2020.10.12	0	13:34:49	13:50:47
655	71	B	2020.10.06	0	12:54:40	13:07:08
656	28	A	2020.10.01	1	13:31:03	13:43:49
657	162	B	2020.10.08	1	13:09:01	13:24:23
658	135	B	2020.10.28	0	13:33:44	13:48:42
659	59	B	2020.10.02	1	14:05:30	14:21:37
660	44	A	2020.10.15	0	12:37:43	12:51:05
661	179	B	2020.10.28	1	11:54:38	12:06:48
662	168	C	2020.10.27	1	13:09:02	13:22:34
663	196	A	2020.10.12	1	13:19:33	13:33:40
664	165	A	2020.10.16	0	14:10:35	14:22:40
665	141	C	2020.10.09	1	13:23:45	13:36:25
666	180	C	2020.10.08	0	12:01:44	12:16:44
667	19	C	2020.10.09	0	13:04:25	13:16:48
668	95	A	2020.10.01	0	12:12:53	12:28:09
669	86	B	2020.10.07	1	12:57:57	13:11:31
670	66	C	2020.10.15	1	13:37:49	13:52:03
671	192	B	2020.10.20	0	13:34:17	13:47:32
672	74	C	2020.10.08	0	13:13:53	13:28:26
673	173	C	2020.10.05	1	13:24:15	13:39:47
674	193	A	2020.10.06	1	12:21:32	12:33:33
675	60	B	2020.10.15	0	11:37:00	11:52:29
676	188	B	2020.10.12	0	11:46:53	12:02:10
677	191	C	2020.10.27	1	11:33:47	11:46:04
678	91	A	2020.10.20	1	12:57:00	13:10:02
679	164	D	2020.10.07	1	13:02:42	13:18:03
680	8	D	2020.10.26	1	13:46:32	13:58:39
681	118	B	2020.10.08	1	12:03:14	12:18:03
682	178	C	2020.10.28	1	12:43:54	12:57:50
683	106	A	2020.10.07	0	13:24:10	13:39:47
684	13	C	2020.10.06	1	13:40:24	13:54:17
685	39	A	2020.10.21	1	14:14:24	14:28:37
686	108	C	2020.10.20	1	12:37:43	12:52:59
687	188	C	2020.10.13	1	11:35:56	11:51:21
688	35	B	2020.10.22	1	12:43:15	12:57:18
689	117	A	2020.10.16	1	13:34:40	13:49:31
690	186	B	2020.10.12	0	12:14:10	12:29:49
691	189	A	2020.10.27	0	12:59:30	13:15:21
692	62	B	2020.10.29	1	12:10:31	12:23:39
693	189	B	2020.10.19	1	13:14:23	13:27:07
694	176	A	2020.10.07	0	12:59:29	13:12:18
695	62	B	2020.10.13	1	12:08:16	12:23:14
696	172	A	2020.10.26	0	12:22:29	12:36:10
697	93	A	2020.10.20	1	12:50:17	13:05:57
698	187	B	2020.10.22	0	11:42:14	11:56:02
699	65	B	2020.10.07	0	13:25:09	13:38:52
700	42	A	2020.10.20	0	13:07:14	13:20:32
701	79	B	2020.10.08	0	13:47:59	14:02:51
702	105	C	2020.10.14	0	13:42:37	13:55:14
703	7	A	2020.10.27	0	12:48:00	13:00:09
704	132	B	2020.10.07	1	11:47:08	11:59:35
705	133	B	2020.10.20	0	11:59:57	12:14:06
706	145	C	2020.10.15	0	12:21:15	12:34:00
707	180	A	2020.10.13	1	11:57:34	12:11:23
708	16	B	2020.10.08	0	13:00:12	13:16:03
709	112	C	2020.10.30	1	12:29:22	12:43:24
710	187	B	2020.10.26	0	12:54:37	13:06:38
711	14	B	2020.10.21	0	12:45:16	13:01:05
712	195	C	2020.10.01	1	12:30:30	12:45:20
713	45	B	2020.10.02	1	12:51:33	13:05:01
714	12	C	2020.10.22	1	11:49:33	12:02:36
715	181	C	2020.10.19	1	12:13:47	12:28:31
716	169	C	2020.10.27	0	13:25:34	13:39:04
717	4	D	2020.10.29	1	13:20:44	13:34:07
718	90	B	2020.10.27	1	11:41:16	11:54:26
719	152	A	2020.10.06	0	13:26:56	13:41:34
720	81	C	2020.10.09	0	13:34:37	13:50:30
721	163	C	2020.10.12	0	13:47:50	14:00:16
722	141	B	2020.10.22	1	13:23:16	13:35:42
723	72	C	2020.10.30	0	12:59:18	13:14:10
724	89	B	2020.10.22	1	12:57:04	13:12:28
725	122	A	2020.10.21	1	13:29:48	13:43:52
726	140	B	2020.10.16	0	14:07:53	14:23:51
727	1	B	2020.10.20	1	12:53:10	13:06:12
728	98	B	2020.10.20	0	12:11:17	12:24:17
729	119	D	2020.10.28	0	13:41:34	13:55:52
730	64	A	2020.10.22	0	12:56:16	13:08:17
731	153	B	2020.10.14	0	12:53:45	13:06:04
732	65	A	2020.10.29	1	13:34:08	13:47:51
733	58	B	2020.10.02	0	12:37:58	12:51:56
734	120	C	2020.10.13	0	13:07:21	13:20:04
735	78	B	2020.10.12	0	12:36:31	12:50:22
736	80	B	2020.10.20	0	13:32:07	13:45:49
737	97	C	2020.10.30	1	13:09:23	13:22:58
738	101	C	2020.10.21	0	13:49:49	14:03:46
739	195	A	2020.10.08	1	12:36:17	12:49:39
740	23	B	2020.10.29	1	12:38:13	12:51:44
741	15	C	2020.10.29	1	12:40:36	12:55:07
742	84	C	2020.10.06	1	12:44:02	12:57:37
743	77	A	2020.10.30	1	12:53:39	13:06:41
744	186	B	2020.10.29	0	12:35:24	12:49:17
745	81	A	2020.10.29	1	13:07:20	13:19:38
746	154	B	2020.10.02	1	13:34:29	13:49:29
747	103	A	2020.10.08	1	12:59:30	13:13:52
748	4	D	2020.10.13	1	14:00:58	14:14:38
749	17	D	2020.10.09	1	12:32:39	12:48:25
750	113	C	2020.10.16	1	13:07:40	13:22:04
751	114	A	2020.10.30	0	14:00:07	14:14:15
752	60	A	2020.10.02	0	11:36:57	11:50:14
753	191	B	2020.10.16	1	12:35:24	12:49:46
754	163	C	2020.10.06	0	13:22:23	13:35:25
755	143	A	2020.10.21	1	13:01:50	13:14:56
756	190	C	2020.10.06	0	12:37:29	12:50:47
757	53	A	2020.10.27	0	13:34:38	13:49:33
758	10	A	2020.10.22	1	11:59:08	12:14:26
759	154	C	2020.10.26	1	13:20:31	13:35:57
760	36	D	2020.10.27	1	13:15:34	13:27:57
761	160	D	2020.10.01	1	11:58:29	12:11:27
762	103	A	2020.10.06	0	13:03:28	13:17:02
763	173	C	2020.10.30	0	13:15:58	13:31:48
764	72	A	2020.10.07	0	13:06:35	13:19:52
765	166	C	2020.10.13	0	13:13:13	13:25:33
766	179	B	2020.10.02	1	12:07:49	12:20:36
767	141	A	2020.10.26	0	13:31:50	13:44:44
768	120	A	2020.10.27	0	13:35:30	13:49:52
769	125	A	2020.10.15	0	12:40:34	12:55:17
770	107	A	2020.10.14	0	13:46:13	13:58:26
771	35	B	2020.10.12	1	13:08:44	13:22:18
772	1	B	2020.10.14	1	13:18:40	13:31:41
773	11	B	2020.10.20	0	13:39:34	13:52:39
774	91	C	2020.10.02	1	12:48:49	13:01:07
775	37	A	2020.10.05	1	12:36:00	12:49:52
776	20	B	2020.10.08	1	13:20:17	13:33:28
777	119	D	2020.10.12	0	13:46:12	13:58:48
778	182	A	2020.10.15	1	12:05:42	12:21:20
779	177	C	2020.10.20	0	13:49:52	14:04:01
780	121	A	2020.10.09	1	14:03:56	14:19:48
781	179	C	2020.10.15	1	12:53:42	13:07:32
782	24	A	2020.10.13	0	12:32:05	12:45:53
783	188	C	2020.10.27	1	12:18:47	12:32:15
784	195	B	2020.10.28	1	13:06:04	13:21:06
785	146	B	2020.10.02	0	11:37:45	11:53:07
786	183	B	2020.10.01	1	12:35:03	12:47:34
787	93	A	2020.10.07	1	12:58:53	13:12:35
788	6	A	2020.10.08	0	13:28:15	13:42:06
789	57	B	2020.10.14	0	11:59:30	12:12:34
790	46	A	2020.10.29	1	13:06:43	13:22:35
791	168	A	2020.10.07	1	12:58:15	13:10:35
792	29	B	2020.10.14	0	13:31:06	13:44:45
793	79	B	2020.10.19	0	13:18:04	13:32:29
794	157	B	2020.10.15	0	12:55:59	13:11:22
795	58	C	2020.10.01	1	12:42:30	12:55:35
796	159	B	2020.10.09	0	13:35:01	13:51:03
797	155	B	2020.10.27	0	13:38:53	13:53:47
798	132	C	2020.10.06	0	11:51:56	12:06:00
799	44	A	2020.10.08	1	12:56:00	13:10:56
800	139	C	2020.10.02	1	13:10:48	13:23:11
801	25	C	2020.10.27	1	13:54:10	14:07:14
802	150	A	2020.10.13	0	13:31:09	13:45:54
803	63	D	2020.10.20	1	13:13:25	13:26:21
804	109	C	2020.10.22	1	12:11:31	12:26:09
805	174	A	2020.10.28	1	13:43:56	13:57:49
806	5	C	2020.10.30	1	12:36:11	12:49:25
807	149	C	2020.10.27	1	13:39:15	13:52:00
808	177	A	2020.10.01	1	13:35:14	13:47:20
809	89	D	2020.10.01	1	12:57:58	13:13:51
810	197	D	2020.10.28	1	13:44:15	13:56:24
811	4	D	2020.10.01	1	13:23:14	13:37:14
812	137	B	2020.10.13	0	12:54:51	13:09:46
813	99	A	2020.10.15	0	13:24:05	13:38:02
814	131	B	2020.10.07	0	13:57:35	14:11:24
815	100	C	2020.10.16	1	13:29:10	13:43:40
816	9	C	2020.10.20	1	14:00:39	14:16:29
817	22	D	2020.10.06	0	11:52:35	12:04:55
818	161	C	2020.10.16	0	13:52:35	14:04:55
819	85	A	2020.10.01	1	13:19:44	13:35:10
820	181	A	2020.10.13	0	12:15:39	12:31:17
821	91	B	2020.10.05	0	13:34:28	13:48:00
822	62	C	2020.10.15	0	12:02:24	12:17:53
823	33	A	2020.10.21	0	14:12:43	14:25:57
824	139	C	2020.10.27	0	13:33:05	13:46:45
825	120	C	2020.10.12	1	13:18:38	13:34:32
826	163	B	2020.10.14	1	13:22:36	13:35:23
827	6	B	2020.10.07	1	12:58:10	13:12:04
828	39	A	2020.10.07	0	13:45:10	13:59:42
829	30	D	2020.10.28	0	13:27:09	13:42:08
830	154	A	2020.10.16	0	13:40:35	13:52:38
831	88	C	2020.10.22	1	13:19:51	13:32:14
832	163	A	2020.10.30	1	13:45:09	13:59:49
833	29	B	2020.10.06	0	13:36:38	13:48:55
834	54	A	2020.10.29	0	13:32:32	13:47:51
835	32	B	2020.10.13	0	12:31:47	12:44:39
836	31	A	2020.10.01	0	13:14:44	13:29:13
837	181	C	2020.10.29	0	12:41:10	12:55:20
838	114	B	2020.10.26	0	14:00:50	14:16:07
839	123	A	2020.10.27	1	12:37:56	12:51:21
840	85	B	2020.10.13	1	13:26:05	13:42:04
841	116	B	2020.10.07	1	13:16:42	13:29:50
842	145	A	2020.10.06	1	11:48:38	12:02:06
843	57	A	2020.10.12	1	12:46:38	13:00:29
844	114	C	2020.10.02	1	13:28:32	13:40:58
845	108	A	2020.10.28	0	13:06:11	13:18:40
846	147	A	2020.10.07	1	12:25:52	12:40:25
847	182	B	2020.10.05	0	11:56:11	12:10:52
848	148	A	2020.10.27	0	12:00:52	12:15:02
849	112	C	2020.10.02	1	12:52:46	13:07:12
850	148	C	2020.10.09	0	11:49:58	12:04:08
851	184	A	2020.10.21	1	12:09:16	12:23:01
852	4	D	2020.10.15	1	13:15:30	13:28:06
853	147	B	2020.10.30	0	12:20:33	12:34:35
854	178	C	2020.10.21	1	12:20:06	12:34:12
855	150	B	2020.10.28	1	13:43:51	13:58:45
856	104	A	2020.10.28	0	12:34:56	12:48:51
857	179	B	2020.10.07	1	12:39:00	12:54:14
858	83	B	2020.10.27	1	13:15:06	13:27:44
859	197	D	2020.10.20	0	13:22:03	13:35:51
860	30	B	2020.10.13	1	13:36:53	13:50:36
861	78	B	2020.10.20	0	12:52:35	13:06:56
862	32	B	2020.10.16	0	12:20:44	12:36:13
863	3	A	2020.10.02	1	12:28:27	12:43:16
864	150	A	2020.10.09	0	13:43:54	13:56:24
865	84	C	2020.10.20	1	11:51:57	12:05:48
866	21	C	2020.10.28	1	11:54:15	12:08:53
867	44	B	2020.10.06	0	12:57:16	13:12:13
868	178	A	2020.10.27	0	12:10:15	12:24:15
869	17	D	2020.10.02	0	12:32:36	12:47:03
870	37	B	2020.10.28	1	12:39:28	12:53:29
871	191	B	2020.10.20	1	11:50:38	12:04:11
872	125	B	2020.10.30	0	13:24:31	13:37:17
873	111	A	2020.10.15	0	12:21:10	12:34:26
874	158	B	2020.10.22	1	13:13:51	13:26:02
875	74	A	2020.10.02	0	13:53:44	14:08:34
876	44	A	2020.10.30	1	12:47:37	13:00:33
877	176	A	2020.10.12	0	13:51:50	14:07:45
878	56	A	2020.10.09	1	13:15:36	13:28:44
879	160	C	2020.10.29	0	12:04:27	12:18:33
880	5	C	2020.10.15	1	12:45:59	13:00:05
881	111	C	2020.10.07	0	12:18:22	12:31:55
882	87	C	2020.10.08	1	11:46:23	12:01:01
883	167	A	2020.10.08	0	14:03:26	14:17:02
884	159	B	2020.10.27	0	14:02:33	14:14:41
885	50	A	2020.10.05	1	13:59:17	14:14:10
886	51	C	2020.10.15	0	14:08:42	14:24:18
887	115	C	2020.10.28	1	12:05:38	12:18:06
888	91	C	2020.10.29	0	13:24:15	13:37:57
889	159	C	2020.10.20	0	13:27:28	13:41:20
890	76	B	2020.10.12	0	12:34:29	12:46:35
891	180	A	2020.10.22	0	12:04:36	12:18:17
892	93	B	2020.10.16	1	13:08:49	13:22:25
893	117	C	2020.10.01	1	13:11:08	13:24:16
894	31	B	2020.10.06	0	13:19:34	13:33:18
895	41	C	2020.10.13	0	13:58:36	14:14:03
896	87	B	2020.10.20	0	12:40:04	12:53:35
897	37	A	2020.10.27	0	11:48:25	12:02:20
898	27	B	2020.10.19	1	13:45:11	14:00:46
899	5	A	2020.10.05	1	12:50:00	13:02:58
900	9	A	2020.10.27	0	14:00:56	14:14:08
901	29	B	2020.10.07	0	13:28:55	13:44:23
902	131	C	2020.10.14	0	13:19:12	13:31:17
903	9	A	2020.10.29	1	13:47:42	14:01:13
904	65	B	2020.10.13	0	13:19:09	13:33:22
905	144	C	2020.10.01	0	13:02:51	13:17:08
906	93	C	2020.10.27	0	12:59:27	13:11:48
907	189	B	2020.10.22	1	13:12:11	13:26:07
908	167	B	2020.10.29	1	13:59:00	14:14:01
909	26	C	2020.10.02	0	13:57:35	14:12:58
910	113	C	2020.10.05	1	12:45:49	12:58:34
911	172	C	2020.10.15	0	12:49:07	13:03:30
912	147	B	2020.10.21	0	12:35:07	12:49:03
913	122	A	2020.10.02	1	13:19:27	13:31:41
914	50	C	2020.10.13	0	13:18:28	13:33:46
915	170	C	2020.10.29	1	12:50:23	13:05:51
916	88	B	2020.10.05	1	12:57:10	13:09:13
917	140	A	2020.10.07	1	13:40:36	13:55:42
918	11	C	2020.10.22	0	13:20:33	13:34:17
919	45	C	2020.10.05	0	12:56:59	13:10:43
920	173	C	2020.10.12	1	13:27:17	13:39:31
921	126	D	2020.10.29	0	13:00:34	13:14:38
922	59	C	2020.10.30	0	13:29:20	13:42:49
923	179	C	2020.10.22	1	12:02:41	12:17:16
924	10	C	2020.10.19	0	11:50:30	12:02:36
925	112	C	2020.10.29	1	12:28:55	12:43:48
926	171	B	2020.10.16	1	14:01:35	14:14:17
927	93	A	2020.10.28	0	13:00:08	13:15:09
928	40	C	2020.10.08	1	12:19:43	12:34:56
929	170	C	2020.10.22	1	12:25:03	12:40:27
930	80	C	2020.10.21	1	13:47:48	14:02:04
931	24	B	2020.10.22	1	12:49:47	13:05:18
932	21	A	2020.10.19	1	11:54:58	12:08:26
933	145	C	2020.10.05	0	11:46:29	12:00:12
934	130	C	2020.10.01	0	14:05:04	14:19:18
935	12	A	2020.10.19	0	12:01:57	12:14:31
936	129	A	2020.10.16	0	13:33:46	13:46:54
937	174	B	2020.10.02	0	13:19:57	13:33:43
938	34	C	2020.10.15	1	12:32:40	12:47:27
939	70	C	2020.10.14	1	12:23:19	12:36:15
940	128	B	2020.10.22	0	11:44:26	11:56:41
941	90	B	2020.10.26	0	11:39:44	11:52:34
942	13	C	2020.10.01	1	13:55:48	14:08:45
943	66	B	2020.10.22	1	13:04:33	13:20:13
944	136	C	2020.10.15	1	13:48:01	14:04:09
945	107	B	2020.10.19	1	13:34:33	13:49:26
946	178	B	2020.10.02	1	12:36:00	12:49:54
947	130	B	2020.10.19	1	13:18:48	13:30:59
948	167	C	2020.10.26	0	13:23:03	13:36:41
949	134	A	2020.10.13	1	13:21:58	13:33:59
950	22	D	2020.10.16	0	11:52:28	12:05:09
951	89	D	2020.10.08	0	12:43:47	12:58:36
952	37	A	2020.10.01	0	12:30:42	12:45:55
953	116	A	2020.10.06	1	13:33:29	13:46:07
954	21	B	2020.10.01	0	11:58:40	12:13:11
955	174	C	2020.10.27	0	13:59:42	14:15:37
956	131	C	2020.10.16	0	13:47:22	14:02:16
957	92	A	2020.10.02	0	12:45:02	12:57:19
958	66	B	2020.10.05	0	13:21:39	13:36:59
959	124	C	2020.10.21	0	13:00:18	13:14:03
960	104	C	2020.10.21	1	12:53:07	13:06:49
961	66	C	2020.10.28	0	13:16:40	13:30:53
962	104	C	2020.10.30	0	12:49:24	13:04:48
963	110	C	2020.10.05	0	13:31:05	13:43:39
964	128	C	2020.10.14	0	12:08:47	12:23:48
965	118	A	2020.10.21	1	11:57:01	12:09:42
966	9	B	2020.10.19	0	14:02:44	14:18:06
967	189	C	2020.10.30	0	13:15:56	13:29:30
968	141	B	2020.10.21	1	13:34:06	13:46:36
969	67	C	2020.10.29	1	13:20:37	13:35:14
970	96	B	2020.10.02	0	13:01:52	13:15:03
971	180	C	2020.10.27	1	12:11:00	12:25:13
972	170	B	2020.10.14	0	12:41:54	12:56:25
973	131	C	2020.10.12	1	13:57:41	14:13:37
974	146	A	2020.10.06	0	12:01:21	12:13:28
975	16	B	2020.10.30	0	12:46:09	13:00:03
976	168	C	2020.10.06	0	13:17:07	13:31:24
977	16	C	2020.10.16	1	12:46:01	13:01:55
978	129	B	2020.10.13	1	13:11:51	13:26:46
979	36	D	2020.10.06	0	14:09:26	14:21:37
980	52	A	2020.10.29	0	13:17:24	13:30:09
981	33	B	2020.10.27	1	14:06:05	14:19:13
982	72	A	2020.10.01	1	12:45:40	12:59:46
983	93	B	2020.10.06	1	13:10:38	13:24:26
984	38	B	2020.10.22	0	13:00:19	13:13:47
985	144	B	2020.10.02	1	13:03:15	13:15:35
986	88	B	2020.10.28	1	13:26:53	13:39:49
987	46	B	2020.10.20	0	13:07:02	13:20:05
988	100	B	2020.10.02	0	13:10:40	13:25:03
989	21	C	2020.10.08	0	12:08:05	12:22:09
990	85	B	2020.10.29	1	13:03:47	13:16:36
991	180	C	2020.10.30	1	13:04:59	13:18:02
992	78	B	2020.10.19	0	12:36:31	12:48:55
993	100	C	2020.10.30	0	12:52:10	13:07:18
994	169	A	2020.10.30	1	13:12:22	13:28:17
995	174	C	2020.10.19	1	13:41:13	13:54:14
996	110	C	2020.10.01	0	13:17:01	13:29:39
997	19	A	2020.10.21	0	12:44:19	12:58:25
998	140	B	2020.10.09	1	13:47:13	14:00:39
999	118	A	2020.10.01	0	11:56:44	12:10:55
1000	167	B	2020.10.05	0	13:22:20	13:37:53
1001	165	B	2020.10.30	1	13:33:46	13:46:20
1002	77	B	2020.10.09	1	12:56:52	13:11:30
1003	46	A	2020.10.07	1	13:05:02	13:19:39
1004	85	B	2020.10.30	1	13:27:34	13:42:52
1005	162	B	2020.10.15	0	13:54:26	14:08:53
1006	141	A	2020.10.19	1	13:43:35	13:55:51
1007	154	A	2020.10.13	0	13:07:32	13:23:07
1008	185	A	2020.10.27	1	12:29:29	12:44:32
1009	102	C	2020.10.28	1	12:19:47	12:32:33
1010	65	A	2020.10.08	0	13:15:49	13:29:43
1011	117	C	2020.10.05	0	13:12:22	13:27:44
1012	133	C	2020.10.30	0	11:55:06	12:09:47
1013	18	B	2020.10.21	0	13:35:06	13:50:48
1014	139	C	2020.10.28	0	13:05:23	13:19:13
1015	15	B	2020.10.16	1	13:00:38	13:14:04
1016	55	D	2020.10.15	1	13:06:08	13:21:21
1017	41	C	2020.10.01	1	14:09:27	14:25:30
1018	194	B	2020.10.20	1	12:39:24	12:53:36
1019	146	A	2020.10.09	1	11:37:59	11:52:41
1020	123	A	2020.10.05	1	13:11:48	13:25:17
1021	115	B	2020.10.22	1	13:08:05	13:22:17
1022	40	A	2020.10.30	1	11:50:29	12:04:48
1023	20	B	2020.10.02	1	13:07:00	13:21:04
1024	108	A	2020.10.07	1	12:57:12	13:12:19
1025	5	A	2020.10.29	0	13:07:26	13:22:42
1026	83	A	2020.10.05	1	13:21:13	13:37:13
1027	192	A	2020.10.16	1	13:07:31	13:20:58
1028	103	B	2020.10.29	1	12:56:32	13:10:30
1029	135	C	2020.10.22	0	13:39:03	13:52:26
1030	160	D	2020.10.28	1	12:09:10	12:21:55
